,speed,accel,hand,
"('waluigi', 'pipe frame', 'off road', 'Peach Parasol*')",-0.25,-0.25,0.5,
"('bowser', 'pipe frame', 'standard', 'Clouds*')",-0.25,-0.25,0.5,
"('bowser', 'pipe frame', 'standard', 'Peach Parasol*')",-0.25,-0.25,0.5,
"('bowser', 'pipe frame', 'button', 'Super Glider*')",-0.25,-0.25,0.5,
"('bowser', 'pipe frame', 'button', 'Wario*')",-0.25,-0.25,0.5,
"('waluigi', 'biddybuggy', 'off road', 'Super Glider*')",-0.25,-0.25,0.5,
"('waluigi', 'biddybuggy', 'off road', 'Wario*')",-0.25,-0.25,0.5,
"('bowser', 'biddybuggy', 'standard', 'Super Glider*')",-0.25,-0.25,0.5,
"('bowser', 'biddybuggy', 'standard', 'Wario*')",-0.25,-0.25,0.5,
"('waluigi', 'mach8', 'roller', 'Clouds*')",0,-0.25,0.5,N
"('waluigi', 'mach8', 'roller', 'Peach Parasol*')",0,-0.25,0.5,N
"('waluigi', 'comet', 'sponge', 'Clouds*')",0,-0.25,0.5,N
"('waluigi', 'comet', 'sponge', 'Peach Parasol*')",0,-0.25,0.5,N
"('waluigi', 'W25 silver arrow', 'sponge', 'Clouds*')",0,-0.25,0.5,N
"('waluigi', 'W25 silver arrow', 'sponge', 'Peach Parasol*')",0,-0.25,0.5,N
"('metal mario', 'landship', 'off road', 'Clouds*')",0,-0.25,0.5,N
"('metal mario', 'landship', 'off road', 'Peach Parasol*')",0,-0.25,0.5,N
"('waluigi', 'landship', 'sponge', 'Super Glider*')",0,-0.25,0.5,N
"('waluigi', 'landship', 'sponge', 'Wario*')",0,-0.25,0.5,N
"('wario', 'pipe frame', 'sponge', 'Clouds*')",0,-0.25,0.5,N
"('wario', 'pipe frame', 'sponge', 'Peach Parasol*')",0,-0.25,0.5,N
"('wario', 'biddybuggy', 'sponge', 'Super Glider*')",0,-0.25,0.5,N
"('wario', 'biddybuggy', 'sponge', 'Wario*')",0,-0.25,0.5,N
"('rosalina', 'landship', 'off road', 'Clouds*')",0.25,-0.25,0.5,N
"('rosalina', 'landship', 'off road', 'Peach Parasol*')",0.25,-0.25,0.5,N
"('metal mario', 'biddybuggy', 'monster', 'Clouds*')",0.5,-0.25,0.5,N
"('metal mario', 'biddybuggy', 'monster', 'Peach Parasol*')",0.5,-0.25,0.5,N
"('mario', 'landship', 'monster', 'Clouds*')",0.75,-0.25,0.5,N
"('mario', 'landship', 'monster', 'Peach Parasol*')",0.75,-0.25,0.5,N
"('rosalina', 'biddybuggy', 'monster', 'Clouds*')",0.75,-0.25,0.5,N
"('rosalina', 'biddybuggy', 'monster', 'Peach Parasol*')",0.75,-0.25,0.5,N
"('waluigi', 'splat buggy', 'roller', 'Super Glider*')",-0.5,0,0.5,
"('waluigi', 'splat buggy', 'roller', 'Wario*')",-0.5,0,0.5,
"('waluigi', '300sl roadster', 'standard', 'Clouds*')",-0.5,0,0.5,
"('waluigi', '300sl roadster', 'standard', 'Peach Parasol*')",-0.5,0,0.5,
"('waluigi', '300sl roadster', 'button', 'Super Glider*')",-0.5,0,0.5,
"('waluigi', '300sl roadster', 'button', 'Wario*')",-0.5,0,0.5,
"('wario', '300sl roadster', 'roller', 'Super Glider*')",-0.5,0,0.5,
"('wario', '300sl roadster', 'roller', 'Wario*')",-0.5,0,0.5,
"('wario', 'comet', 'standard', 'Clouds*')",-0.5,0,0.5,
"('wario', 'comet', 'standard', 'Peach Parasol*')",-0.5,0,0.5,
"('wario', 'comet', 'button', 'Super Glider*')",-0.5,0,0.5,
"('wario', 'comet', 'button', 'Wario*')",-0.5,0,0.5,
"('wario', 'W25 silver arrow', 'standard', 'Clouds*')",-0.5,0,0.5,
"('wario', 'W25 silver arrow', 'standard', 'Peach Parasol*')",-0.5,0,0.5,
"('wario', 'W25 silver arrow', 'button', 'Super Glider*')",-0.5,0,0.5,
"('wario', 'W25 silver arrow', 'button', 'Wario*')",-0.5,0,0.5,
"('wario', 'landship', 'standard', 'Super Glider*')",-0.5,0,0.5,
"('wario', 'landship', 'standard', 'Wario*')",-0.5,0,0.5,
"('waluigi', 'pipe frame', 'off road', 'Super Glider*')",-0.5,0,0.5,
"('waluigi', 'pipe frame', 'off road', 'Wario*')",-0.5,0,0.5,
"('bowser', 'pipe frame', 'standard', 'Super Glider*')",-0.5,0,0.5,
"('bowser', 'pipe frame', 'standard', 'Wario*')",-0.5,0,0.5,
"('metal mario', 'splat buggy', 'button', 'Clouds*')",-0.25,0,0.5,N
"('metal mario', 'splat buggy', 'button', 'Peach Parasol*')",-0.25,0,0.5,N
"('waluigi', 'mach8', 'roller', 'Super Glider*')",-0.25,0,0.5,N
"('waluigi', 'mach8', 'roller', 'Wario*')",-0.25,0,0.5,N
"('metal mario', 'comet', 'off road', 'Clouds*')",-0.25,0,0.5,N
"('metal mario', 'comet', 'off road', 'Peach Parasol*')",-0.25,0,0.5,N
"('waluigi', 'comet', 'sponge', 'Super Glider*')",-0.25,0,0.5,N
"('waluigi', 'comet', 'sponge', 'Wario*')",-0.25,0,0.5,N
"('metal mario', 'W25 silver arrow', 'off road', 'Clouds*')",-0.25,0,0.5,N
"('metal mario', 'W25 silver arrow', 'off road', 'Peach Parasol*')",-0.25,0,0.5,N
"('waluigi', 'W25 silver arrow', 'sponge', 'Super Glider*')",-0.25,0,0.5,N
"('waluigi', 'W25 silver arrow', 'sponge', 'Wario*')",-0.25,0,0.5,N
"('metal mario', 'landship', 'off road', 'Super Glider*')",-0.25,0,0.5,N
"('metal mario', 'landship', 'off road', 'Wario*')",-0.25,0,0.5,N
"('wario', 'pipe frame', 'sponge', 'Super Glider*')",-0.25,0,0.5,N
"('wario', 'pipe frame', 'sponge', 'Wario*')",-0.25,0,0.5,N
"('peach', 'splat buggy', 'off road', 'Clouds*')",0,0,0.5,N
"('peach', 'splat buggy', 'off road', 'Peach Parasol*')",0,0,0.5,N
"('toonooki mar', 'splat buggy', 'off road', 'Clouds*')",0,0,0.5,N
"('toonooki mar', 'splat buggy', 'off road', 'Peach Parasol*')",0,0,0.5,N
"('rosalina', 'splat buggy', 'button', 'Clouds*')",0,0,0.5,N
"('rosalina', 'splat buggy', 'button', 'Peach Parasol*')",0,0,0.5,N
"('metal mario', 'mach8', 'button', 'Clouds*')",0,0,0.5,N
"('metal mario', 'mach8', 'button', 'Peach Parasol*')",0,0,0.5,N
"('mario', '300sl roadster', 'off road', 'Clouds*')",0,0,0.5,N
"('mario', '300sl roadster', 'off road', 'Peach Parasol*')",0,0,0.5,N
"('metal mario', '300sl roadster', 'sponge', 'Clouds*')",0,0,0.5,N
"('metal mario', '300sl roadster', 'sponge', 'Peach Parasol*')",0,0,0.5,N
"('rosalina', 'comet', 'off road', 'Clouds*')",0,0,0.5,N
"('rosalina', 'comet', 'off road', 'Peach Parasol*')",0,0,0.5,N
"('rosalina', 'W25 silver arrow', 'off road', 'Clouds*')",0,0,0.5,N
"('rosalina', 'W25 silver arrow', 'off road', 'Peach Parasol*')",0,0,0.5,N
"('rosalina', 'landship', 'off road', 'Super Glider*')",0,0,0.5,N
"('rosalina', 'landship', 'off road', 'Wario*')",0,0,0.5,N
"('mario', 'splat buggy', 'sponge', 'Clouds*')",0.25,0,0.5,N
"('mario', 'splat buggy', 'sponge', 'Peach Parasol*')",0.25,0,0.5,N
"('peach', 'mach8', 'off road', 'Clouds*')",0.25,0,0.5,N
"('peach', 'mach8', 'off road', 'Peach Parasol*')",0.25,0,0.5,N
"('toonooki mar', 'mach8', 'off road', 'Clouds*')",0.25,0,0.5,N
"('toonooki mar', 'mach8', 'off road', 'Peach Parasol*')",0.25,0,0.5,N
"('rosalina', 'mach8', 'button', 'Clouds*')",0.25,0,0.5,N
"('rosalina', 'mach8', 'button', 'Peach Parasol*')",0.25,0,0.5,N
"('rosalina', '300sl roadster', 'sponge', 'Clouds*')",0.25,0,0.5,N
"('rosalina', '300sl roadster', 'sponge', 'Peach Parasol*')",0.25,0,0.5,N
"('metal mario', 'pipe frame', 'monster', 'Clouds*')",0.25,0,0.5,N
"('metal mario', 'pipe frame', 'monster', 'Peach Parasol*')",0.25,0,0.5,N
"('metal mario', 'biddybuggy', 'monster', 'Super Glider*')",0.25,0,0.5,N
"('metal mario', 'biddybuggy', 'monster', 'Wario*')",0.25,0,0.5,N
"('cat peach', 'splat buggy', 'monster', 'Clouds*')",0.5,0,0.5,N
"('cat peach', 'splat buggy', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('mario', 'mach8', 'sponge', 'Clouds*')",0.5,0,0.5,N
"('mario', 'mach8', 'sponge', 'Peach Parasol*')",0.5,0,0.5,N
"('peach', '300sl roadster', 'monster', 'Clouds*')",0.5,0,0.5,N
"('peach', '300sl roadster', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('toonooki mar', '300sl roadster', 'monster', 'Clouds*')",0.5,0,0.5,N
"('toonooki mar', '300sl roadster', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('mario', 'comet', 'monster', 'Clouds*')",0.5,0,0.5,N
"('mario', 'comet', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('mario', 'W25 silver arrow', 'monster', 'Clouds*')",0.5,0,0.5,N
"('mario', 'W25 silver arrow', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('mario', 'landship', 'monster', 'Super Glider*')",0.5,0,0.5,N
"('mario', 'landship', 'monster', 'Wario*')",0.5,0,0.5,N
"('rosalina', 'pipe frame', 'monster', 'Clouds*')",0.5,0,0.5,N
"('rosalina', 'pipe frame', 'monster', 'Peach Parasol*')",0.5,0,0.5,N
"('rosalina', 'biddybuggy', 'monster', 'Super Glider*')",0.5,0,0.5,N
"('rosalina', 'biddybuggy', 'monster', 'Wario*')",0.5,0,0.5,N
"('cat peach', 'mach8', 'monster', 'Clouds*')",0.75,0,0.5,N
"('cat peach', 'mach8', 'monster', 'Peach Parasol*')",0.75,0,0.5,N
"('waluigi', '300sl roadster', 'standard', 'Super Glider*')",-0.75,0.25,0.5,
"('waluigi', '300sl roadster', 'standard', 'Wario*')",-0.75,0.25,0.5,
"('wario', 'comet', 'standard', 'Super Glider*')",-0.75,0.25,0.5,
"('wario', 'comet', 'standard', 'Wario*')",-0.75,0.25,0.5,
"('wario', 'W25 silver arrow', 'standard', 'Super Glider*')",-0.75,0.25,0.5,
"('wario', 'W25 silver arrow', 'standard', 'Wario*')",-0.75,0.25,0.5,
"('waluigi', 'sport bike', 'button', 'Clouds*')",-0.5,0.25,0.5,N
"('waluigi', 'sport bike', 'button', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('wario', 'sport bike', 'roller', 'Clouds*')",-0.5,0.25,0.5,N
"('wario', 'sport bike', 'roller', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('waluigi', 'sneeker', 'button', 'Clouds*')",-0.5,0.25,0.5,N
"('waluigi', 'sneeker', 'button', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('wario', 'sneeker', 'roller', 'Clouds*')",-0.5,0.25,0.5,N
"('wario', 'sneeker', 'roller', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('metal mario', 'splat buggy', 'standard', 'Clouds*')",-0.5,0.25,0.5,N
"('metal mario', 'splat buggy', 'standard', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('metal mario', 'splat buggy', 'button', 'Super Glider*')",-0.5,0.25,0.5,N
"('metal mario', 'splat buggy', 'button', 'Wario*')",-0.5,0.25,0.5,N
"('metal mario', 'comet', 'off road', 'Super Glider*')",-0.5,0.25,0.5,N
"('metal mario', 'comet', 'off road', 'Wario*')",-0.5,0.25,0.5,N
"('metal mario', 'W25 silver arrow', 'off road', 'Super Glider*')",-0.5,0.25,0.5,N
"('metal mario', 'W25 silver arrow', 'off road', 'Wario*')",-0.5,0.25,0.5,N
"('waluigi', 'landship', 'Slick', 'Clouds*')",-0.5,0.25,0.5,N
"('waluigi', 'landship', 'Slick', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('bowser', 'landship', 'slim', 'Clouds*')",-0.5,0.25,0.5,N
"('bowser', 'landship', 'slim', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('wario', 'biddybuggy', 'Slick', 'Clouds*')",-0.5,0.25,0.5,N
"('wario', 'biddybuggy', 'Slick', 'Peach Parasol*')",-0.5,0.25,0.5,N
"('metal mario', 'circuit soecial', 'roller', 'Clouds*')",-0.25,0.25,0.5,N
"('metal mario', 'circuit soecial', 'roller', 'Peach Parasol*')",-0.25,0.25,0.5,N
"('luigi', 'splat buggy', 'off road', 'Clouds*')",-0.25,0.25,0.5,N
"('luigi', 'splat buggy', 'off road', 'Peach Parasol*')",-0.25,0.25,0.5,N
"('peach', 'splat buggy', 'off road', 'Super Glider*')",-0.25,0.25,0.5,N
"('peach', 'splat buggy', 'off road', 'Wario*')",-0.25,0.25,0.5,N
"('toonooki mar', 'splat buggy', 'off road', 'Super Glider*')",-0.25,0.25,0.5,N
"('toonooki mar', 'splat buggy', 'off road', 'Wario*')",-0.25,0.25,0.5,N
"('rosalina', 'splat buggy', 'standard', 'Clouds*')",-0.25,0.25,0.5,N
"('rosalina', 'splat buggy', 'standard', 'Peach Parasol*')",-0.25,0.25,0.5,N
"('rosalina', 'splat buggy', 'button', 'Super Glider*')",-0.25,0.25,0.5,N
"('rosalina', 'splat buggy', 'button', 'Wario*')",-0.25,0.25,0.5,N
"('metal mario', 'mach8', 'standard', 'Clouds*')",-0.25,0.25,0.5,N
"('metal mario', 'mach8', 'standard', 'Peach Parasol*')",-0.25,0.25,0.5,N
"('metal mario', 'mach8', 'button', 'Super Glider*')",-0.25,0.25,0.5,N
"('metal mario', 'mach8', 'button', 'Wario*')",-0.25,0.25,0.5,N
"('mario', '300sl roadster', 'off road', 'Super Glider*')",-0.25,0.25,0.5,N
"('mario', '300sl roadster', 'off road', 'Wario*')",-0.25,0.25,0.5,N
"('metal mario', '300sl roadster', 'sponge', 'Super Glider*')",-0.25,0.25,0.5,N
"('metal mario', '300sl roadster', 'sponge', 'Wario*')",-0.25,0.25,0.5,N
"('rosalina', 'comet', 'off road', 'Super Glider*')",-0.25,0.25,0.5,N
"('rosalina', 'comet', 'off road', 'Wario*')",-0.25,0.25,0.5,N
"('rosalina', 'W25 silver arrow', 'off road', 'Super Glider*')",-0.25,0.25,0.5,N
"('rosalina', 'W25 silver arrow', 'off road', 'Wario*')",-0.25,0.25,0.5,N
"('cat peach', 'circuit soecial', 'off road', 'Clouds*')",0,0.25,0.5,N
"('cat peach', 'circuit soecial', 'off road', 'Peach Parasol*')",0,0.25,0.5,N
"('mario', 'circuit soecial', 'button', 'Clouds*')",0,0.25,0.5,N
"('mario', 'circuit soecial', 'button', 'Peach Parasol*')",0,0.25,0.5,N
"('rosalina', 'circuit soecial', 'roller', 'Clouds*')",0,0.25,0.5,N
"('rosalina', 'circuit soecial', 'roller', 'Peach Parasol*')",0,0.25,0.5,N
"('mario', 'splat buggy', 'sponge', 'Super Glider*')",0,0.25,0.5,N
"('mario', 'splat buggy', 'sponge', 'Wario*')",0,0.25,0.5,N
"('metal mario', 'steal driver', 'roller', 'Clouds*')",0,0.25,0.5,N
"('metal mario', 'steal driver', 'roller', 'Peach Parasol*')",0,0.25,0.5,N
"('luigi', 'mach8', 'off road', 'Clouds*')",0,0.25,0.5,N
"('luigi', 'mach8', 'off road', 'Peach Parasol*')",0,0.25,0.5,N
"('peach', 'mach8', 'off road', 'Super Glider*')",0,0.25,0.5,N
"('peach', 'mach8', 'off road', 'Wario*')",0,0.25,0.5,N
"('toonooki mar', 'mach8', 'off road', 'Super Glider*')",0,0.25,0.5,N
"('toonooki mar', 'mach8', 'off road', 'Wario*')",0,0.25,0.5,N
"('rosalina', 'mach8', 'standard', 'Clouds*')",0,0.25,0.5,N
"('rosalina', 'mach8', 'standard', 'Peach Parasol*')",0,0.25,0.5,N
"('rosalina', 'mach8', 'button', 'Super Glider*')",0,0.25,0.5,N
"('rosalina', 'mach8', 'button', 'Wario*')",0,0.25,0.5,N
"('rosalina', '300sl roadster', 'sponge', 'Super Glider*')",0,0.25,0.5,N
"('rosalina', '300sl roadster', 'sponge', 'Wario*')",0,0.25,0.5,N
"('bowser', 'koopa clown', 'roller', 'Clouds*')",0,0.25,0.5,N
"('bowser', 'koopa clown', 'roller', 'Peach Parasol*')",0,0.25,0.5,N
"('metal mario', 'pipe frame', 'monster', 'Super Glider*')",0,0.25,0.5,N
"('metal mario', 'pipe frame', 'monster', 'Wario*')",0,0.25,0.5,N
"('peach', 'circuit soecial', 'sponge', 'Clouds*')",0.25,0.25,0.5,N
"('peach', 'circuit soecial', 'sponge', 'Peach Parasol*')",0.25,0.25,0.5,N
"('toonooki mar', 'circuit soecial', 'sponge', 'Clouds*')",0.25,0.25,0.5,N
"('toonooki mar', 'circuit soecial', 'sponge', 'Peach Parasol*')",0.25,0.25,0.5,N
"('peach', 'GLA', 'button', 'Clouds*')",0.25,0.25,0.5,N
"('peach', 'GLA', 'button', 'Peach Parasol*')",0.25,0.25,0.5,N
"('toonooki mar', 'GLA', 'button', 'Clouds*')",0.25,0.25,0.5,N
"('toonooki mar', 'GLA', 'button', 'Peach Parasol*')",0.25,0.25,0.5,N
"('mario', 'GLA', 'roller', 'Clouds*')",0.25,0.25,0.5,N
"('mario', 'GLA', 'roller', 'Peach Parasol*')",0.25,0.25,0.5,N
"('cat peach', 'splat buggy', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('cat peach', 'splat buggy', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('cat peach', 'steal driver', 'off road', 'Clouds*')",0.25,0.25,0.5,N
"('cat peach', 'steal driver', 'off road', 'Peach Parasol*')",0.25,0.25,0.5,N
"('mario', 'steal driver', 'button', 'Clouds*')",0.25,0.25,0.5,N
"('mario', 'steal driver', 'button', 'Peach Parasol*')",0.25,0.25,0.5,N
"('rosalina', 'steal driver', 'roller', 'Clouds*')",0.25,0.25,0.5,N
"('rosalina', 'steal driver', 'roller', 'Peach Parasol*')",0.25,0.25,0.5,N
"('mario', 'mach8', 'sponge', 'Super Glider*')",0.25,0.25,0.5,N
"('mario', 'mach8', 'sponge', 'Wario*')",0.25,0.25,0.5,N
"('luigi', '300sl roadster', 'monster', 'Clouds*')",0.25,0.25,0.5,N
"('luigi', '300sl roadster', 'monster', 'Peach Parasol*')",0.25,0.25,0.5,N
"('peach', '300sl roadster', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('peach', '300sl roadster', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('toonooki mar', '300sl roadster', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('toonooki mar', '300sl roadster', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('mario', 'comet', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('mario', 'comet', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('mario', 'W25 silver arrow', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('mario', 'W25 silver arrow', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('rosalina', 'pipe frame', 'monster', 'Super Glider*')",0.25,0.25,0.5,N
"('rosalina', 'pipe frame', 'monster', 'Wario*')",0.25,0.25,0.5,N
"('toadette', 'GLA', 'off road', 'Clouds*')",0.5,0.25,0.5,N
"('toadette', 'GLA', 'off road', 'Peach Parasol*')",0.5,0.25,0.5,N
"('cat peach', 'GLA', 'sponge', 'Clouds*')",0.5,0.25,0.5,N
"('cat peach', 'GLA', 'sponge', 'Peach Parasol*')",0.5,0.25,0.5,N
"('peach', 'steal driver', 'sponge', 'Clouds*')",0.5,0.25,0.5,N
"('peach', 'steal driver', 'sponge', 'Peach Parasol*')",0.5,0.25,0.5,N
"('toonooki mar', 'steal driver', 'sponge', 'Clouds*')",0.5,0.25,0.5,N
"('toonooki mar', 'steal driver', 'sponge', 'Peach Parasol*')",0.5,0.25,0.5,N
"('cat peach', 'mach8', 'monster', 'Super Glider*')",0.5,0.25,0.5,N
"('cat peach', 'mach8', 'monster', 'Wario*')",0.5,0.25,0.5,N
"('toadette', 'circuit soecial', 'monster', 'Clouds*')",0.75,0.25,0.5,N
"('toadette', 'circuit soecial', 'monster', 'Peach Parasol*')",0.75,0.25,0.5,N
"('toadette', 'steal driver', 'monster', 'Clouds*')",1,0.25,0.5,N
"('toadette', 'steal driver', 'monster', 'Peach Parasol*')",1,0.25,0.5,N
"('waluigi', 'sport bike', 'standard', 'Clouds*')",-0.75,0.5,0.5,
"('waluigi', 'sport bike', 'standard', 'Peach Parasol*')",-0.75,0.5,0.5,
"('waluigi', 'sport bike', 'button', 'Super Glider*')",-0.75,0.5,0.5,
"('waluigi', 'sport bike', 'button', 'Wario*')",-0.75,0.5,0.5,
"('wario', 'sport bike', 'roller', 'Super Glider*')",-0.75,0.5,0.5,
"('wario', 'sport bike', 'roller', 'Wario*')",-0.75,0.5,0.5,
"('waluigi', 'sneeker', 'standard', 'Clouds*')",-0.75,0.5,0.5,
"('waluigi', 'sneeker', 'standard', 'Peach Parasol*')",-0.75,0.5,0.5,
"('waluigi', 'sneeker', 'button', 'Super Glider*')",-0.75,0.5,0.5,
"('waluigi', 'sneeker', 'button', 'Wario*')",-0.75,0.5,0.5,
"('wario', 'sneeker', 'roller', 'Super Glider*')",-0.75,0.5,0.5,
"('wario', 'sneeker', 'roller', 'Wario*')",-0.75,0.5,0.5,
"('metal mario', 'splat buggy', 'standard', 'Super Glider*')",-0.75,0.5,0.5,
"('metal mario', 'splat buggy', 'standard', 'Wario*')",-0.75,0.5,0.5,
"('waluigi', 'comet', 'Slick', 'Clouds*')",-0.75,0.5,0.5,
"('waluigi', 'comet', 'Slick', 'Peach Parasol*')",-0.75,0.5,0.5,
"('bowser', 'comet', 'slim', 'Clouds*')",-0.75,0.5,0.5,
"('bowser', 'comet', 'slim', 'Peach Parasol*')",-0.75,0.5,0.5,
"('waluigi', 'W25 silver arrow', 'Slick', 'Clouds*')",-0.75,0.5,0.5,
"('waluigi', 'W25 silver arrow', 'Slick', 'Peach Parasol*')",-0.75,0.5,0.5,
"('bowser', 'W25 silver arrow', 'slim', 'Clouds*')",-0.75,0.5,0.5,
"('bowser', 'W25 silver arrow', 'slim', 'Peach Parasol*')",-0.75,0.5,0.5,
"('waluigi', 'landship', 'Slick', 'Super Glider*')",-0.75,0.5,0.5,
"('waluigi', 'landship', 'Slick', 'Wario*')",-0.75,0.5,0.5,
"('bowser', 'landship', 'slim', 'Super Glider*')",-0.75,0.5,0.5,
"('bowser', 'landship', 'slim', 'Wario*')",-0.75,0.5,0.5,
"('wario', 'pipe frame', 'Slick', 'Clouds*')",-0.75,0.5,0.5,
"('wario', 'pipe frame', 'Slick', 'Peach Parasol*')",-0.75,0.5,0.5,
"('wario', 'biddybuggy', 'Slick', 'Super Glider*')",-0.75,0.5,0.5,
"('wario', 'biddybuggy', 'Slick', 'Wario*')",-0.75,0.5,0.5,
"('metal mario', 'circuit soecial', 'roller', 'Super Glider*')",-0.5,0.5,0.5,N
"('metal mario', 'circuit soecial', 'roller', 'Wario*')",-0.5,0.5,0.5,N
"('luigi', 'splat buggy', 'off road', 'Super Glider*')",-0.5,0.5,0.5,N
"('luigi', 'splat buggy', 'off road', 'Wario*')",-0.5,0.5,0.5,N
"('rosalina', 'splat buggy', 'standard', 'Super Glider*')",-0.5,0.5,0.5,N
"('rosalina', 'splat buggy', 'standard', 'Wario*')",-0.5,0.5,0.5,N
"('metal mario', 'mach8', 'standard', 'Super Glider*')",-0.5,0.5,0.5,N
"('metal mario', 'mach8', 'standard', 'Wario*')",-0.5,0.5,0.5,N
"('waluigi', 'landship', 'Metal', 'Clouds*')",-0.5,0.5,0.5,N
"('waluigi', 'landship', 'Metal', 'Peach Parasol*')",-0.5,0.5,0.5,N
"('wario', 'biddybuggy', 'Metal', 'Clouds*')",-0.5,0.5,0.5,N
"('wario', 'biddybuggy', 'Metal', 'Peach Parasol*')",-0.5,0.5,0.5,N
"('cat peach', 'circuit soecial', 'off road', 'Super Glider*')",-0.25,0.5,0.5,N
"('cat peach', 'circuit soecial', 'off road', 'Wario*')",-0.25,0.5,0.5,N
"('mario', 'circuit soecial', 'standard', 'Clouds*')",-0.25,0.5,0.5,N
"('mario', 'circuit soecial', 'standard', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('mario', 'circuit soecial', 'button', 'Super Glider*')",-0.25,0.5,0.5,N
"('mario', 'circuit soecial', 'button', 'Wario*')",-0.25,0.5,0.5,N
"('rosalina', 'circuit soecial', 'roller', 'Super Glider*')",-0.25,0.5,0.5,N
"('rosalina', 'circuit soecial', 'roller', 'Wario*')",-0.25,0.5,0.5,N
"('mario', 'sport bike', 'off road', 'Clouds*')",-0.25,0.5,0.5,N
"('mario', 'sport bike', 'off road', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('metal mario', 'sport bike', 'sponge', 'Clouds*')",-0.25,0.5,0.5,N
"('metal mario', 'sport bike', 'sponge', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('mario', 'sneeker', 'off road', 'Clouds*')",-0.25,0.5,0.5,N
"('mario', 'sneeker', 'off road', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('metal mario', 'sneeker', 'sponge', 'Clouds*')",-0.25,0.5,0.5,N
"('metal mario', 'sneeker', 'sponge', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('metal mario', 'steal driver', 'roller', 'Super Glider*')",-0.25,0.5,0.5,N
"('metal mario', 'steal driver', 'roller', 'Wario*')",-0.25,0.5,0.5,N
"('luigi', 'mach8', 'off road', 'Super Glider*')",-0.25,0.5,0.5,N
"('luigi', 'mach8', 'off road', 'Wario*')",-0.25,0.5,0.5,N
"('rosalina', 'mach8', 'standard', 'Super Glider*')",-0.25,0.5,0.5,N
"('rosalina', 'mach8', 'standard', 'Wario*')",-0.25,0.5,0.5,N
"('wario', 'koopa clown', 'button', 'Clouds*')",-0.25,0.5,0.5,N
"('wario', 'koopa clown', 'button', 'Peach Parasol*')",-0.25,0.5,0.5,N
"('bowser', 'koopa clown', 'roller', 'Super Glider*')",-0.25,0.5,0.5,N
"('bowser', 'koopa clown', 'roller', 'Wario*')",-0.25,0.5,0.5,N
"('luigi', 'circuit soecial', 'sponge', 'Clouds*')",0,0.5,0.5,N
"('luigi', 'circuit soecial', 'sponge', 'Peach Parasol*')",0,0.5,0.5,N
"('peach', 'circuit soecial', 'sponge', 'Super Glider*')",0,0.5,0.5,N
"('peach', 'circuit soecial', 'sponge', 'Wario*')",0,0.5,0.5,N
"('toonooki mar', 'circuit soecial', 'sponge', 'Super Glider*')",0,0.5,0.5,N
"('toonooki mar', 'circuit soecial', 'sponge', 'Wario*')",0,0.5,0.5,N
"('peach', 'GLA', 'standard', 'Clouds*')",0,0.5,0.5,N
"('peach', 'GLA', 'standard', 'Peach Parasol*')",0,0.5,0.5,N
"('toonooki mar', 'GLA', 'standard', 'Clouds*')",0,0.5,0.5,N
"('toonooki mar', 'GLA', 'standard', 'Peach Parasol*')",0,0.5,0.5,N
"('luigi', 'GLA', 'button', 'Clouds*')",0,0.5,0.5,N
"('luigi', 'GLA', 'button', 'Peach Parasol*')",0,0.5,0.5,N
"('peach', 'GLA', 'button', 'Super Glider*')",0,0.5,0.5,N
"('peach', 'GLA', 'button', 'Wario*')",0,0.5,0.5,N
"('toonooki mar', 'GLA', 'button', 'Super Glider*')",0,0.5,0.5,N
"('toonooki mar', 'GLA', 'button', 'Wario*')",0,0.5,0.5,N
"('mario', 'GLA', 'roller', 'Super Glider*')",0,0.5,0.5,N
"('mario', 'GLA', 'roller', 'Wario*')",0,0.5,0.5,N
"('rosalina', 'sport bike', 'sponge', 'Clouds*')",0,0.5,0.5,N
